date,home_team,away_team,home_score,away_score,tournament,country,neutral,home_elo,away_elo
2022-09-21,Scotland,Ukraine,3,0,European Nations League B,Scotland,False,1744.0,1809.0
2022-09-22,Tunisia,Comoros,1,0,Friendly,France,True,1687.0,1249.0
2022-09-22,France,Austria,2,0,European Nations League A,France,False,2033.0,1754.0
2022-09-23,Bosnia and Herzegovina,Montenegro,1,0,European Nations League B,Bosnia and Herzegovina,False,1647.0,1578.0
2022-09-23,Argentina,Honduras,3,0,Friendly,United States,True,2140.0,1461.0
2022-09-23,Morocco,Chile,2,0,Friendly,Spain,True,1751.0,1704.0
2022-09-23,Brazil,Ghana,3,0,Friendly,France,True,2167.0,1534.0
2022-09-23,Burkina Faso,DR Congo,1,0,Friendly,Morocco,True,1586.0,1440.0
2022-09-23,Uzbekistan,Cameroon,2,0,Friendly,South Korea,True,1574.0,1614.0
2022-09-23,Japan,United States,2,0,Friendly,Germany,True,1798.0,1801.0
2022-09-23,Canada,Qatar,2,0,Friendly,Austria,True,1778.0,1648.0
2022-09-23,Ecuador,Saudi Arabia,0,0,Friendly,Spain,True,1841.0,1628.0
2022-09-23,Iraq,Oman,1,1,Friendly tournament,Jordan,True,1564.0,1558.0
2022-09-23,Iran,Uruguay,1,0,Friendly,Austria,True,1822.0,1926.0
2022-09-23,Paraguay,United Arab Emirates,1,0,Friendly,Austria,True,1740.0,1497.0
2022-09-24,Scotland,Ireland,2,1,European Nations League B,Scotland,False,1756.0,1677.0
2022-09-24,Mexico,Peru,1,0,Friendly,United States,True,1820.0,1838.0
2022-09-24,Slovenia,Norway,2,1,European Nations League B,Slovenia,False,1640.0,1780.0
2022-09-24,Senegal,Bolivia,2,0,Friendly,France,True,1680.0,1620.0
2022-09-24,Ivory Coast,Togo,2,1,Friendly,France,True,1672.0,1321.0
2022-09-24,Colombia,Guatemala,4,1,Friendly,United States,True,1903.0,1459.0
2022-09-25,Austria,Croatia,1,3,European Nations League A,Austria,False,1728.0,1921.0
2022-09-26,Iraq,Syria,1,0,Friendly tournament,Jordan,True,1574.0,1440.0
2022-09-26,Romania,Bosnia and Herzegovina,4,1,European Nations League B,Romania,False,1615.0,1616.0
2022-09-27,Ivory Coast,Guinea,3,1,Friendly,France,True,1677.0,1381.0
2022-09-27,Scotland,Ukraine,0,0,European Nations League B,Poland,True,1760.0,1822.0
2022-09-27,Argentina,Jamaica,3,0,Friendly,United States,True,2141.0,1552.0
2022-09-27,Norway,Serbia,0,2,European Nations League B,Norway,False,1748.0,1892.0
2022-09-27,Colombia,Mexico,3,2,Friendly,United States,True,1911.0,1812.0
2022-09-27,Uruguay,Canada,2,0,Friendly,Slovakia,True,1935.0,1769.0
2022-09-27,Morocco,Paraguay,0,0,Friendly,Spain,True,1751.0,1740.0
2022-09-27,Saudi Arabia,United States,0,0,Friendly,Spain,True,1633.0,1796.0
2022-09-27,Ghana,Nicaragua,1,0,Friendly,Spain,True,1537.0,1253.0
2022-09-27,Ecuador,Japan,0,0,Friendly,Germany,True,1840.0,1799.0
2022-09-27,Iran,Senegal,1,1,Friendly,Austria,True,1818.0,1684.0
2022-09-27,Brazil,Tunisia,5,1,Friendly,France,True,2169.0,1685.0
2022-09-27,Costa Rica,Uzbekistan,2,1,Friendly,South Korea,True,1736.0,1568.0
2022-09-27,DR Congo,Sierra Leone,3,0,Friendly,Morocco,True,1453.0,1333.0
2022-09-27,Chile,Qatar,2,2,Friendly,Austria,True,1702.0,1650.0
2022-10-13,Qatar,Nicaragua,2,1,Friendly,Spain,True,1652.0,1251.0
2022-10-22,Saudi Arabia,North Macedonia,1,0,Friendly,United Arab Emirates,True,1641.0,1556.0
2022-10-23,Qatar,Guatemala,2,0,Friendly,Spain,True,1659.0,1442.0
2022-10-26,Albania,Saudi Arabia,1,1,Friendly,United Arab Emirates,True,1544.0,1638.0
2022-10-27,Qatar,Honduras,1,0,Friendly,Spain,True,1664.0,1466.0
2022-10-30,Honduras,Saudi Arabia,0,0,Friendly,United Arab Emirates,True,1471.0,1633.0
2022-11-05,Qatar,Panama,2,1,Friendly,Spain,True,1674.0,1646.0
2022-11-06,Saudi Arabia,Iceland,1,0,Friendly,United Arab Emirates,True,1641.0,1558.0
2022-11-09,Mexico,Iraq,4,0,Friendly,Spain,True,1820.0,1566.0
2022-11-09,Qatar,Albania,1,0,Friendly,Spain,True,1680.0,1538.0
2022-11-10,Panama,Saudi Arabia,1,1,Friendly,United Arab Emirates,True,1646.0,1641.0
2022-11-12,Ecuador,Iraq,0,0,Friendly,Spain,True,1833.0,1573.0
2022-11-15,Panama,Venezuela,2,2,Friendly,United Arab Emirates,True,1647.0,1681.0
2022-11-16,Austria,Andorra,1,0,Friendly,Spain,True,1729.0,1118.0
2022-11-16,Sweden,Mexico,2,1,Friendly,Spain,True,1747.0,1808.0
2022-11-16,Tunisia,Iran,2,0,Friendly,Qatar,True,1705.0,1798.0
2022-11-16,Ivory Coast,Burundi,4,0,Friendly,Morocco,True,1680.0,1253.0
2022-11-17,Canada,Japan,2,1,Friendly,United Arab Emirates,True,1775.0,1788.0
2022-11-17,Ghana,Switzerland,2,0,Friendly,United Arab Emirates,True,1564.0,1901.0
2022-11-17,Morocco,Georgia,3,0,Friendly,United Arab Emirates,True,1764.0,1651.0
2022-11-18,Egypt,Belgium,2,1,Friendly,Kuwait,True,1660.0,2006.0
2022-11-18,Cameroon,Panama,1,1,Friendly,United Arab Emirates,True,1607.0,1646.0
2022-11-19,Burkina Faso,Ivory Coast,2,1,Friendly,Morocco,True,1602.0,1667.0
2022-11-19,Colombia,Paraguay,2,0,Friendly,United States,True,1919.0,1727.0
2022-11-20,Qatar,Ecuador,0,2,World Cup,Qatar,False,1642.0,1871.0
2022-11-21,United States,Wales,1,1,World Cup,Qatar,True,1795.0,1790.0
2022-11-21,Netherlands,Senegal,2,0,World Cup,Qatar,True,2050.0,1674.0
2022-11-21,England,Iran,6,2,World Cup,Qatar,True,1956.0,1761.0
2022-11-22,France,Australia,4,1,World Cup,Qatar,True,2021.0,1704.0
2022-11-22,Saudi Arabia,Argentina,2,1,World Cup,Qatar,True,1693.0,2086.0
2022-11-22,Denmark,Tunisia,0,0,World Cup,Qatar,True,1952.0,1724.0
2022-11-22,Mexico,Poland,0,0,World Cup,Qatar,True,1808.0,1813.0
2022-11-23,Japan,Germany,2,1,World Cup,Qatar,True,1832.0,1918.0
2022-11-23,Croatia,Morocco,0,0,World Cup,Qatar,True,1913.0,1777.0
2022-11-23,Belgium,Canada,1,0,World Cup,Qatar,True,2019.0,1762.0
2022-11-23,Spain,Costa Rica,7,0,World Cup,Qatar,True,2068.0,1723.0
2022-11-24,Brazil,Serbia,2,0,World Cup,Qatar,True,2185.0,1882.0
2022-11-24,Switzerland,Cameroon,1,0,World Cup,Qatar,True,1910.0,1598.0
2022-11-24,South Korea,Uruguay,0,0,World Cup,Qatar,True,1798.0,1923.0
2022-11-24,Portugal,Ghana,3,2,World Cup,Qatar,True,2009.0,1560.0
2022-11-25,Iran,Wales,2,0,World Cup,Qatar,True,1810.0,1741.0
2022-11-25,Qatar,Senegal,1,3,World Cup,Qatar,False,1588.0,1728.0
2022-11-25,England,United States,0,0,World Cup,Qatar,True,1943.0,1808.0
2022-11-25,Ecuador,Netherlands,1,1,World Cup,Qatar,True,1885.0,2036.0
2022-11-26,Australia,Tunisia,1,0,World Cup,Qatar,True,1736.0,1692.0
2022-11-26,Poland,Saudi Arabia,2,0,World Cup,Qatar,True,1843.0,1663.0
2022-11-26,Argentina,Mexico,2,0,World Cup,Qatar,True,2101.0,1793.0
2022-11-26,France,Denmark,2,1,World Cup,Qatar,True,2045.0,1928.0
2022-11-27,Germany,Spain,1,1,World Cup,Qatar,True,1930.0,2056.0
2022-11-27,Croatia,Canada,4,1,World Cup,Qatar,True,1944.0,1731.0
2022-11-27,Morocco,Belgium,2,0,World Cup,Qatar,True,1849.0,1947.0
2022-11-27,Costa Rica,Japan,1,0,World Cup,Qatar,True,1762.0,1793.0
2022-11-28,Ghana,South Korea,3,2,World Cup,Qatar,True,1608.0,1750.0
2022-11-28,Portugal,Uruguay,2,0,World Cup,Qatar,True,2043.0,1889.0
2022-11-28,Brazil,Switzerland,1,0,World Cup,Qatar,True,2195.0,1900.0
2022-11-29,United States,Iran,1,0,World Cup,Qatar,True,1838.0,1780.0
2022-11-29,Qatar,Netherlands,0,2,World Cup,Qatar,False,1577.0,2047.0
2022-11-29,Senegal,Ecuador,2,1,World Cup,Qatar,True,1771.0,1842.0
2022-11-29,England,Wales,3,0,World Cup,Qatar,True,1968.0,1716.0
2022-11-30,Argentina,Poland,2,0,World Cup,Qatar,True,2118.0,1826.0
2022-11-30,Tunisia,France,1,0,World Cup,Qatar,True,1745.0,1992.0
2022-11-30,Australia,Denmark,1,0,World Cup,Qatar,True,1781.0,1883.0
2022-11-30,Mexico,Saudi Arabia,2,1,World Cup,Qatar,True,1812.0,1644.0
2022-12-01,Japan,Spain,2,1,World Cup,Qatar,True,1842.0,2007.0
2022-12-01,Morocco,Canada,2,1,World Cup,Qatar,True,1869.0,1711.0
2022-12-01,Germany,Costa Rica,4,2,World Cup,Qatar,True,1955.0,1737.0
2022-12-01,Belgium,Croatia,0,0,World Cup,Qatar,True,1947.0,1944.0
2022-12-02,South Korea,Portugal,2,1,World Cup,Qatar,True,1801.0,1992.0
2022-12-02,Uruguay,Ghana,2,0,World Cup,Qatar,True,1904.0,1593.0
2022-12-02,Cameroon,Brazil,1,0,World Cup,Qatar,True,1676.0,2137.0
2022-12-02,Switzerland,Serbia,3,2,World Cup,Qatar,True,1927.0,1835.0
2022-12-03,Netherlands,United States,3,1,World Cup,Qatar,True,2068.0,1817.0
2022-12-03,Argentina,Australia,2,1,World Cup,Qatar,True,2126.0,1773.0
2022-12-04,England,Senegal,3,0,World Cup,Qatar,True,1994.0,1745.0
2022-12-04,France,Poland,3,1,World Cup,Qatar,True,2017.0,1801.0
2022-12-05,Croatia,Japan,1,1,World Cup,Qatar,True,1935.0,1851.0
2022-12-05,Brazil,South Korea,4,1,World Cup,Qatar,True,2150.0,1788.0
2022-12-06,Morocco,Spain,0,0,World Cup,Qatar,True,1880.0,1996.0
2022-12-06,Portugal,Switzerland,6,1,World Cup,Qatar,True,2041.0,1878.0
2022-12-09,Argentina,Netherlands,2,2,World Cup,Qatar,True,2121.0,2073.0
2022-12-09,Brazil,Croatia,1,1,World Cup,Qatar,True,2133.0,1952.0
2022-12-10,Morocco,Portugal,1,0,World Cup,Qatar,True,1923.0,1998.0
2022-12-10,France,England,2,1,World Cup,Qatar,True,2045.0,1966.0
2022-12-13,Argentina,Croatia,3,0,World Cup,Qatar,True,2150.0,1923.0
2022-12-14,France,Morocco,2,0,World Cup,Qatar,True,2075.0,1893.0
2022-12-17,Croatia,Morocco,2,1,World Cup,Qatar,True,1950.0,1866.0
2022-12-18,Argentina,France,3,3,World Cup,Qatar,True,2144.0,2081.0
2023-01-06,Saudi Arabia,Yemen,2,0,Gulf Cup,Iraq,True,1646.0,1097.0
2023-01-07,Qatar,Kuwait,2,0,Gulf Cup,Iraq,True,1588.0,1304.0
2023-01-09,Sweden,Finland,2,0,Friendly,Portugal,True,1769.0,1677.0
2023-01-10,Bahrain,Qatar,2,1,Gulf Cup,Iraq,True,1538.0,1564.0
2023-01-12,Oman,Saudi Arabia,2,1,Gulf Cup,Iraq,True,1597.0,1596.0
2023-01-12,Sweden,Iceland,2,1,Friendly,Portugal,True,1773.0,1536.0
2023-01-13,Qatar,United Arab Emirates,1,1,Gulf Cup,Iraq,True,1557.0,1451.0
2023-03-12,Guatemala,Panama,1,1,Friendly,United States,True,1455.0,1641.0
2023-03-24,Uzbekistan,Bolivia,1,0,Friendly,Saudi Arabia,True,1586.0,1606.0
2023-03-25,Belarus,Switzerland,0,5,European Championship qual,Serbia,True,1410.0,1883.0
2023-03-27,Algeria,Niger,1,0,African Nations Cup qualifier,Tunisia,True,1709.0,1236.0
2023-03-28,Haiti,Bermuda,3,1,CONCACAF Nations League B,Dominican Republic,True,1547.0,1159.0
2023-03-28,Cape Verde,Eswatini,1,0,African Nations Cup qualifier,South Africa,True,1479.0,1299.0
2023-03-28,Uzbekistan,Venezuela,1,1,Friendly,Saudi Arabia,True,1589.0,1692.0
2023-03-28,Jordan,Philippines,4,0,Friendly,Qatar,True,1592.0,1045.0
2023-03-28,Morocco,Peru,0,0,Friendly,Spain,True,1879.0,1844.0
2023-06-10,Cameroon,Mexico,2,2,Friendly,United States,True,1631.0,1802.0
2023-06-13,Iran,Afghanistan,6,1,Central Asian Nations Cup,Kyrgyzstan,True,1779.0,1089.0
2023-06-13,Curaçao,Puerto Rico,0,0,Friendly,United States,True,1344.0,1108.0
2023-06-13,Haiti,Saint Kitts and Nevis,3,1,Friendly,United States,True,1550.0,1189.0
2023-06-14,Egypt,Guinea,2,1,African Nations Cup qualifier,Morocco,True,1682.0,1416.0
2023-06-14,DR Congo,Uganda,1,0,Friendly,Cameroon,True,1478.0,1381.0
2023-06-15,Spain,Italy,2,1,European Nations League,Netherlands,True,1987.0,1925.0
2023-06-15,Canada,Panama,2,0,CONCACAF Nations League,United States,True,1757.0,1647.0
2023-06-15,Qatar,Jamaica,2,1,Friendly,Austria,True,1555.0,1538.0
2023-06-15,Argentina,Australia,2,0,Friendly,China,True,2148.0,1772.0
2023-06-16,Colombia,Iraq,1,0,Friendly,Spain,True,1932.0,1617.0
2023-06-16,Serbia,Jordan,3,2,Friendly,Austria,True,1867.0,1589.0
2023-06-16,Curaçao,Saint Kitts and Nevis,1,1,CONCACAF Champ qual,United States,True,1336.0,1197.0
2023-06-16,France,Gibraltar,3,0,European Championship qual,Portugal,True,2112.0,1066.0
2023-06-17,Brazil,Guinea,4,1,Friendly,Spain,True,2120.0,1415.0
2023-06-17,Ecuador,Bolivia,1,0,Friendly,United States,True,1844.0,1614.0
2023-06-18,Algeria,Uganda,2,1,African Nations Cup qualifier,Cameroon,True,1714.0,1376.0
2023-06-18,Mexico,Panama,1,0,CONCACAF Nations League,United States,True,1790.0,1634.0
2023-06-18,Croatia,Spain,0,0,European Nations League,Netherlands,True,2010.0,1989.0
2023-06-19,New Zealand,Qatar,1,0,Friendly,Austria,True,1535.0,1544.0
2023-06-19,Jordan,Jamaica,2,1,Friendly,Austria,True,1598.0,1529.0
2023-06-20,Senegal,Brazil,4,2,Friendly,Portugal,True,1767.0,2093.0
2023-06-20,Ecuador,Costa Rica,3,1,Friendly,United States,True,1853.0,1689.0
2023-06-20,Haiti,Trinidad and Tobago,0,0,Friendly,United States,True,1545.0,1378.0
2023-06-24,United States,Jamaica,1,1,CONCACAF Championship,United States,False,1828.0,1550.0
2023-06-25,Haiti,Qatar,2,1,CONCACAF Championship,United States,True,1570.0,1519.0
2023-06-25,Mexico,Honduras,4,0,CONCACAF Championship,United States,True,1803.0,1455.0
2023-06-26,Panama,Costa Rica,2,1,CONCACAF Championship,United States,True,1663.0,1660.0
2023-06-27,Canada,Guadeloupe,2,2,CONCACAF Championship,Canada,False,1718.0,1268.0
2023-06-28,United States,Saint Kitts and Nevis,6,0,CONCACAF Championship,United States,False,1829.0,1179.0
2023-06-29,Mexico,Haiti,3,1,CONCACAF Championship,United States,True,1819.0,1554.0
2023-06-29,Honduras,Qatar,1,1,CONCACAF Championship,United States,True,1460.0,1514.0
2023-06-30,Panama,Martinique,2,1,CONCACAF Championship,United States,True,1674.0,1437.0
2023-07-01,Canada,Guatemala,0,0,CONCACAF Championship,United States,True,1704.0,1504.0
2023-07-02,Qatar,Mexico,1,0,CONCACAF Championship,United States,True,1557.0,1776.0
2023-07-02,United States,Trinidad and Tobago,6,0,CONCACAF Championship,United States,False,1833.0,1371.0
2023-07-02,Honduras,Haiti,2,1,CONCACAF Championship,United States,True,1492.0,1522.0
2023-07-04,Canada,Cuba,4,2,CONCACAF Championship,United States,True,1710.0,1268.0
2023-07-04,El Salvador,Panama,2,2,CONCACAF Championship,United States,True,1474.0,1660.0
2023-07-08,Panama,Qatar,4,0,CONCACAF Championship,United States,True,1693.0,1524.0
2023-07-08,Mexico,Costa Rica,2,0,CONCACAF Championship,United States,True,1802.0,1637.0
2023-07-09,United States,Canada,2,2,CONCACAF Championship,United States,False,1819.0,1724.0
2023-07-12,United States,Panama,1,1,CONCACAF Championship,United States,False,1805.0,1707.0
2023-07-12,Mexico,Jamaica,3,0,CONCACAF Championship,United States,True,1823.0,1584.0
2023-07-16,Mexico,Panama,1,0,CONCACAF Championship,United States,True,1840.0,1690.0
2023-09-07,India,Iraq,2,2,King's Cup,Thailand,True,1282.0,1606.0
2023-09-08,Costa Rica,Saudi Arabia,3,1,Friendly,England,True,1649.0,1562.0
2023-09-08,Cuba,Haiti,0,0,CONCACAF Nations League A,Dominican Republic,True,1280.0,1510.0
2023-09-09,Australia,Mexico,2,2,Friendly,United States,True,1774.0,1838.0
2023-09-09,England,Ukraine,1,1,European Championship qual,Poland,True,1998.0,1840.0
2023-09-12,Japan,Turkey,4,2,Friendly,Belgium,True,1888.0,1705.0
2023-09-12,South Korea,Saudi Arabia,1,0,Friendly,England,True,1765.0,1557.0
2023-09-12,Mexico,Uzbekistan,3,3,Friendly,United States,True,1832.0,1610.0
2023-09-12,Morocco,Burkina Faso,1,0,Friendly,France,True,1841.0,1551.0
2023-10-12,Egypt,Zambia,1,0,Friendly,United Arab Emirates,True,1675.0,1503.0
2023-10-13,DR Congo,New Zealand,1,1,Friendly,Spain,True,1518.0,1534.0
2023-10-13,Nigeria,Saudi Arabia,2,2,Friendly,Portugal,True,1615.0,1559.0
2023-10-13,Iraq,Qatar,0,0,Friendly tournament,Jordan,True,1597.0,1515.0
2023-10-13,Uzbekistan,Vietnam,2,0,Friendly,China,True,1617.0,1398.0
2023-10-14,Mexico,Ghana,2,0,Friendly,United States,True,1838.0,1581.0
2023-10-15,Jamaica,Haiti,3,2,CONCACAF Nations League A,Trinidad and Tobago,True,1607.0,1496.0
2023-10-16,Algeria,Egypt,1,1,Friendly,United Arab Emirates,True,1711.0,1676.0
2023-10-16,Senegal,Cameroon,1,0,Friendly,France,True,1743.0,1625.0
2023-10-17,Comoros,Cape Verde,2,1,Friendly,France,True,1210.0,1474.0
2023-10-17,Angola,DR Congo,0,0,Friendly,Portugal,True,1388.0,1514.0
2023-10-17,Germany,Mexico,2,2,Friendly,United States,True,1916.0,1840.0
2023-10-17,Iran,Qatar,4,0,Friendly tournament,Jordan,True,1831.0,1507.0
2023-10-17,Australia,New Zealand,2,0,Friendly tournament,England,True,1780.0,1525.0
2023-10-17,Mali,Saudi Arabia,3,1,Friendly,Portugal,True,1629.0,1546.0
2023-11-15,Israel,Switzerland,1,1,European Championship qual,Hungary,True,1615.0,1832.0
2023-11-19,Egypt,Sierra Leone,2,0,World Cup qualifier,Liberia,True,1684.0,1311.0
2023-11-19,Sudan,DR Congo,1,0,World Cup qualifier,Libya,True,1321.0,1497.0
2023-11-20,Ivory Coast,Gambia,2,0,World Cup qualifier,Tanzania,True,1642.0,1396.0
2023-11-21,Japan,Syria,5,0,World Cup and Asian Cup qual,Saudi Arabia,True,1905.0,1426.0
2023-11-21,Australia,Palestine,1,0,World Cup and Asian Cup qual,Kuwait,True,1784.0,1409.0
2023-11-21,Cape Verde,Eswatini,2,0,World Cup qualifier,South Africa,True,1479.0,1255.0
2023-11-21,Gibraltar,Netherlands,0,6,European Championship qual,Portugal,True,1057.0,1970.0
2023-12-10,Colombia,Venezuela,1,0,Friendly,United States,True,1979.0,1756.0
2023-12-16,Colombia,Mexico,3,2,Friendly,United States,True,1984.0,1794.0
2023-12-25,Uzbekistan,Kyrgyzstan,4,1,Friendly,United Arab Emirates,True,1643.0,1254.0
2024-01-04,Saudi Arabia,Lebanon,1,0,Friendly,Qatar,True,1589.0,1310.0
2024-01-06,Australia,Bahrain,2,0,Friendly,United Arab Emirates,True,1788.0,1445.0
2024-01-06,South Korea,Iraq,1,0,Friendly,United Arab Emirates,True,1804.0,1616.0
2024-01-06,Angola,DR Congo,0,0,Friendly,United Arab Emirates,True,1388.0,1494.0
2024-01-07,Uzbekistan,Palestine,1,0,Friendly,Qatar,True,1647.0,1405.0
2024-01-09,Japan,Jordan,6,1,Friendly,Qatar,True,1910.0,1513.0
2024-01-09,Iran,Indonesia,5,0,Friendly,Qatar,True,1830.0,1262.0
2024-01-09,Palestine,Saudi Arabia,0,0,Friendly,Qatar,True,1410.0,1584.0
2024-01-09,Algeria,Burundi,4,0,Friendly,Togo,True,1733.0,1284.0
2024-01-10,Saudi Arabia,Hong Kong,2,0,Friendly,Qatar,True,1586.0,1080.0
2024-01-10,Burkina Faso,DR Congo,2,1,Friendly,United Arab Emirates,True,1570.0,1486.0
2024-01-11,Morocco,Sierra Leone,3,1,Friendly,Ivory Coast,True,1847.0,1307.0
2024-01-12,Qatar,Lebanon,3,0,Asian Cup,Qatar,False,1533.0,1297.0
2024-01-12,Sweden,Estonia,2,1,Friendly,Cyprus,True,1694.0,1362.0
2024-01-13,Australia,India,2,0,Asian Cup,Qatar,True,1791.0,1259.0
2024-01-13,Syria,Uzbekistan,0,0,Asian Cup,Qatar,True,1432.0,1633.0
2024-01-13,Ivory Coast,Guinea-Bissau,2,0,African Nations Cup,Ivory Coast,False,1654.0,1398.0
2024-01-14,Japan,Vietnam,4,2,Asian Cup,Qatar,True,1913.0,1376.0
2024-01-14,Iran,Palestine,4,1,Asian Cup,Qatar,True,1837.0,1403.0
2024-01-14,Egypt,Mozambique,2,2,African Nations Cup,Ivory Coast,True,1668.0,1381.0
2024-01-14,Cape Verde,Ghana,2,1,African Nations Cup,Ivory Coast,True,1505.0,1511.0
2024-01-15,Algeria,Angola,1,1,African Nations Cup,Ivory Coast,True,1715.0,1426.0
2024-01-15,Jordan,Malaysia,4,0,Asian Cup,Qatar,True,1535.0,1283.0
2024-01-15,Senegal,Gambia,3,0,African Nations Cup,Ivory Coast,True,1743.0,1385.0
2024-01-15,Iraq,Indonesia,3,1,Asian Cup,Qatar,True,1625.0,1253.0
2024-01-15,South Korea,Bahrain,3,1,Asian Cup,Qatar,True,1812.0,1417.0
2024-01-16,Saudi Arabia,Oman,2,1,Asian Cup,Qatar,True,1610.0,1544.0
2024-01-16,Namibia,Tunisia,1,0,African Nations Cup,Ivory Coast,True,1428.0,1689.0
2024-01-16,Mali,South Africa,2,0,African Nations Cup,Ivory Coast,True,1643.0,1455.0
2024-01-17,Qatar,Tajikistan,1,0,Asian Cup,Qatar,False,1543.0,1373.0
2024-01-17,Morocco,Tanzania,3,0,African Nations Cup,Ivory Coast,True,1852.0,1342.0
2024-01-17,DR Congo,Zambia,1,1,African Nations Cup,Ivory Coast,True,1486.0,1491.0
2024-01-18,Ivory Coast,Nigeria,0,1,African Nations Cup,Ivory Coast,False,1616.0,1599.0
2024-01-18,Egypt,Ghana,2,2,African Nations Cup,Ivory Coast,True,1657.0,1522.0
2024-01-18,Australia,Syria,1,0,Asian Cup,Qatar,True,1797.0,1426.0
2024-01-18,Uzbekistan,India,3,0,Asian Cup,Qatar,True,1642.0,1250.0
2024-01-19,Iraq,Japan,2,1,Asian Cup,Qatar,True,1667.0,1871.0
2024-01-19,Iran,Hong Kong,1,0,Asian Cup,Qatar,True,1838.0,1073.0
2024-01-19,Senegal,Cameroon,3,1,African Nations Cup,Ivory Coast,True,1766.0,1579.0
2024-01-19,Cape Verde,Mozambique,3,0,African Nations Cup,Ivory Coast,True,1534.0,1352.0
2024-01-20,Jordan,South Korea,2,2,Asian Cup,Qatar,True,1552.0,1795.0
2024-01-20,Algeria,Burkina Faso,2,2,African Nations Cup,Ivory Coast,True,1706.0,1593.0
2024-01-20,Mali,Tunisia,1,1,African Nations Cup,Ivory Coast,True,1646.0,1686.0
2024-01-21,South Africa,Namibia,4,0,African Nations Cup,Ivory Coast,True,1498.0,1385.0
2024-01-21,DR Congo,Morocco,1,1,African Nations Cup,Ivory Coast,True,1506.0,1832.0
2024-01-21,Saudi Arabia,Kyrgyzstan,2,0,Asian Cup,Qatar,True,1618.0,1237.0
2024-01-22,Ghana,Mozambique,2,2,African Nations Cup,Ivory Coast,True,1511.0,1363.0
2024-01-22,Cape Verde,Egypt,2,2,African Nations Cup,Ivory Coast,True,1542.0,1649.0
2024-01-22,Qatar,China,1,0,Asian Cup,Qatar,False,1554.0,1410.0
2024-01-22,Ivory Coast,Equatorial Guinea,0,4,African Nations Cup,Ivory Coast,False,1547.0,1604.0
2024-01-23,Senegal,Guinea,2,0,African Nations Cup,Ivory Coast,True,1778.0,1463.0
2024-01-23,Mauritania,Algeria,1,0,African Nations Cup,Ivory Coast,True,1406.0,1662.0
2024-01-23,Iran,United Arab Emirates,2,1,Asian Cup,Qatar,True,1845.0,1509.0
2024-01-23,Australia,Uzbekistan,1,1,Asian Cup,Qatar,True,1787.0,1652.0
2024-01-24,Japan,Indonesia,3,1,Asian Cup,Qatar,True,1873.0,1284.0
2024-01-24,Iraq,Vietnam,3,2,Asian Cup,Qatar,True,1674.0,1336.0
2024-01-24,South Africa,Tunisia,0,0,African Nations Cup,Ivory Coast,True,1510.0,1674.0
2024-01-24,Morocco,Zambia,1,0,African Nations Cup,Ivory Coast,True,1838.0,1475.0
2024-01-24,DR Congo,Tanzania,0,0,African Nations Cup,Ivory Coast,True,1496.0,1362.0
2024-01-25,Saudi Arabia,Thailand,0,0,Asian Cup,Qatar,True,1605.0,1431.0
2024-01-25,Malaysia,South Korea,3,3,Asian Cup,Qatar,True,1290.0,1772.0
2024-01-25,Bahrain,Jordan,1,0,Asian Cup,Qatar,True,1466.0,1519.0
2024-01-28,Australia,Indonesia,4,0,Asian Cup,Qatar,True,1792.0,1279.0
2024-01-28,DR Congo,Egypt,1,1,African Nations Cup,Ivory Coast,True,1506.0,1639.0
2024-01-29,Ivory Coast,Senegal,1,1,African Nations Cup,Ivory Coast,False,1556.0,1769.0
2024-01-29,Cape Verde,Mauritania,1,0,African Nations Cup,Ivory Coast,True,1558.0,1390.0
2024-01-29,Jordan,Iraq,3,2,Asian Cup,Qatar,True,1554.0,1639.0
2024-01-29,Qatar,Palestine,2,1,Asian Cup,Qatar,False,1564.0,1412.0
2024-01-30,Uzbekistan,Thailand,2,1,Asian Cup,Qatar,True,1663.0,1420.0
2024-01-30,Saudi Arabia,South Korea,1,1,Asian Cup,Qatar,True,1616.0,1761.0
2024-01-30,South Africa,Morocco,2,0,African Nations Cup,Ivory Coast,True,1575.0,1773.0
2024-01-31,Japan,Bahrain,3,1,Asian Cup,Qatar,True,1880.0,1459.0
2024-01-31,Iran,Syria,1,1,Asian Cup,Qatar,True,1824.0,1460.0
2024-02-02,Jordan,Tajikistan,1,0,Asian Cup,Qatar,True,1569.0,1386.0
2024-02-02,South Korea,Australia,2,1,Asian Cup,Qatar,True,1788.0,1765.0
2024-02-02,DR Congo,Guinea,3,1,African Nations Cup,Ivory Coast,True,1543.0,1461.0
2024-02-03,Cape Verde,South Africa,0,0,African Nations Cup,Ivory Coast,True,1559.0,1574.0
2024-02-03,Ivory Coast,Mali,2,1,African Nations Cup,Ivory Coast,False,1580.0,1625.0
2024-02-03,Iran,Japan,2,1,Asian Cup,Qatar,True,1853.0,1851.0
2024-02-03,Qatar,Uzbekistan,1,1,Asian Cup,Qatar,False,1564.0,1663.0
2024-02-06,Jordan,South Korea,2,0,Asian Cup,Qatar,True,1627.0,1730.0
2024-02-07,Qatar,Iran,3,2,Asian Cup,Qatar,False,1601.0,1816.0
2024-02-07,Nigeria,South Africa,1,1,African Nations Cup,Ivory Coast,True,1656.0,1580.0
2024-02-07,Ivory Coast,DR Congo,1,0,African Nations Cup,Ivory Coast,False,1596.0,1527.0
2024-02-10,Qatar,Jordan,3,1,Asian Cup,Qatar,False,1631.0,1597.0
